Time,Code
287,5.69
288,6.62
289,6.22
290,3.81
291,6.46
292,1.85
293,2.84
294,6.68
295,5.44
296,3.62
297,4.49
298,7.24
299,1.19
300,2.7
301,5.56
302,4.39
303,3.32
304,1.8
305,1.48
306,3.3
307,7.51
308,3.86
309,4.53
310,7.16
311,4.78
312,1.22
313,5.18
314,1.55
315,6.19
316,6.25
317,4.64
318,4.75
319,6.2
320,5.22
321,4.74
322,5.52
323,5.24
324,7.3
325,7.33
326,7.74
327,4.86
328,4.35
329,5.35
330,4.88
331,6.67
332,7.63
333,1.58
334,6.61
335,1.72
336,6.29
337,2.52
338,4.26
339,7.52
340,1.75
341,6.86
342,1.55
343,6.81
344,2.47
345,1.6
346,1.12
347,5.29
348,1.5
349,1.84
350,3.36
351,3.66
352,2.16
353,7.58
354,1.67
355,6.9
356,7.26
357,1.79
358,4.66
359,2.49
360,1.73
361,4.16
362,2.66
363,4.5
364,6.15
365,7.44
366,6.49
367,1.47
368,7.65
369,4.24
370,1.68
371,3.78
372,4.52
373,5.42
374,1.74
375,3.73
376,2.78
377,5.26
378,2.12
379,5.42
380,2.61
381,2.19
382,2.45
383,2.15
384,1.42
385,3.43
386,6.67
387,2.42
388,4.49
389,2.29
390,4.48
391,2.37
392,1.38
393,1.58
394,7.68
395,3.89
396,4.73
397,3.49
398,5.31
399,7.37
400,3.35
401,1.65
402,1.57
403,1.18
404,6.17
405,2.5
406,4.14
407,6.51
408,3.26
409,7.48
410,7.48
411,3.85
412,1.41
413,7.59
414,4.17
415,3.25
416,4.19
417,4.54
418,5.64
419,4.24
420,6.79
421,4.77
422,5.39
423,2.39
424,4.45
425,4.72
426,4.38
427,7.24
428,6.7
429,6.66
430,4.13
431,2.67
432,1.76
433,1.71
434,6.63
435,3.29
436,7.74
437,1.8
438,7.14
439,4.82
440,6.62
441,3.1
442,2.42
443,1.37
444,3.19
445,1.76
446,2.29
447,1.88
448,6.21
449,1.19
450,3.87
451,2.78
452,5.44
453,7.83
454,3.73
455,5.73
456,4.24
457,1.13
458,7.19
459,1.79
460,1.26
461,3.17
462,4.42
463,7.76
464,5.19
465,4.71
466,7.66
467,4.58
468,4.72
469,3.77
470,5.45
471,4.26
472,5.11
473,3.68
474,1.37
475,2.49
476,1.84
477,6.69
478,4.73
479,1.58
480,2.3
481,7.9
482,3.29
483,4.17
484,2.36
485,6.84
486,0.68
487,0.8
488,6.59
489,6.53
490,4.39
491,2.82
492,4.49
493,7.89
494,4.9
495,1.33
496,1.25
497,1.12
498,2.34
499,5.15
500,4.13
501,6.27
502,4.45
503,3.47
504,2.7
505,3.21
506,4.34
507,4.46
508,2.22
509,7.75
510,3.88
511,7.8
512,3.85
513,4.35
514,4.48
515,5.28
516,7.33
517,1.47
518,3.75
519,3.7
520,7.52
521,1.21
522,5.22
523,1.23
524,1.1
525,7.73
526,3.88
527,7.39
528,5.13
529,2.29
530,3.45
531,3.77
532,5.54
533,1.46
534,3.3
535,7.5
536,6.31
537,1.12
538,1.6
539,6.23
540,7.75
541,2.86
542,6.71
543,7.43
544,7.76
545,5.21
546,1.23
547,1.49
548,1.82
549,4.47
550,6.7
551,7.75
552,5.51
553,3.51
554,2.33
555,1.65
556,7.54
557,4.72
558,4.46
559,7.3
560,3.87
561,2.56
562,2.52
563,4.49
564,2.76
565,5.59
566,1.35
567,5.54
568,4.2
569,7.67
570,0.83
571,1.45
572,1.4
573,5.49
574,7.87
575,6.46
576,3.84
577,2.62
578,7.42
579,1.32
580,1.86
581,3.59
582,5.33
583,2.43
584,4.88
585,1.5
586,2.69
587,6.52
588,6.61
589,1.6
590,7.8
591,3.88
592,6.16
593,3.89
594,4.31
595,5.55
596,2.29
597,2.22
598,6.24
599,4.64
600,6.11
