Time,Code
168,3.89
169,3.21
170,1.58
171,6.75
172,2.33
173,3.26
174,7.38
175,5.81
176,1.42
177,2.36
178,3.36
179,3.81
180,5.12
181,7.76
182,7.39
183,7.86
184,2.25
185,4.63
186,1.71
187,1.24
188,4.64
189,6.28
190,7.77
191,3.78
192,6.42
193,5.29
194,4.66
195,3.39
196,6.36
197,6.52
198,4.82
199,4.51
200,7.35
201,4.43
202,1.3
203,5.47
204,5.59
205,3.42
206,4.6
207,2.51
208,4.88
209,6.84
210,5.74
211,1.7
212,4.28
213,4.81
214,7.15
215,2.16
216,2.86
217,2.42
218,5.64
219,5.67
220,5.31
221,5.3
222,7.18
223,1.86
224,1.2
225,1.8
226,6.33
227,6.66
228,6.22
229,4.86
230,6.68
231,5.39
232,1.68
233,0.54
234,5.43
235,2.78
236,4.51
237,4.23
238,7.81
239,5.41
240,6.34
241,4.36
242,4.15
243,1.32
244,6.12
245,7.22
246,2.19
247,5.76
248,2.29
249,1.48
250,6.53
251,7.46
252,6.67
253,6.85
254,4.37
255,2.77
256,5.25
257,4.6
258,3.34
259,6.77
260,4.58
261,1.76
262,2.3
263,7.74
264,5.35
265,4.6
266,3.75
267,1.81
268,3.81
269,6.88
270,1.58
271,5.48
272,3.84
273,2.67
274,4.52
275,7.58
276,2.13
277,6.16
278,7.58
279,2.66
280,1.51
281,7.76
282,7.1
283,7.28
284,3.6
285,1.81
286,1.11
287,6.22
288,3.3
289,6.7
290,7.89
291,7.41
292,5.42
293,2.43
294,1.7
295,7.51
296,5.65
297,7.27
298,6.45
299,2.27
300,4.81
301,3.37
302,0.83
303,6.84
304,4.36
305,5.27
306,3.51
307,1.42
308,5.33
309,6.21
310,7.35
311,7.23
312,1.66
313,3.64
314,6.5
315,1.62
316,1.46
317,2.23
318,2.52
319,1.19
320,3.34
321,5.57
322,2.83
323,1.63
324,2.82
325,6.12
326,7.74
327,6.26
328,1.57
329,6.36
330,7.59
331,3.89
332,2.24
333,2.14
334,1.86
335,6.85
336,1.64
337,3.66
338,6.64
339,4.18
340,2.74
341,4.48
342,5.5
343,3.39
344,6.42
345,1.71
346,1.24
347,3.28
348,2.39
349,7.26
350,5.64
351,4.39
352,6.19
353,2.25
354,3.25
355,5.27
356,1.19
357,3.76
358,6.36
359,5.5
360,1.86
361,7.68
362,4.23
363,4.59
364,3.38
365,4.66
366,4.12
367,7.84
368,6.43
369,1.36
370,5.55
371,1.49
372,6.52
373,2.77
374,0.29
375,3.58
376,6.63
377,4.45
378,7.57
379,5.13
380,2.58
381,2.45
382,3.53
383,3.24
384,3.84
385,7.54
386,5.85
387,3.58
388,5.13
389,2.39
390,7.78
391,4.48
392,1.16
393,6.58
394,2.21
395,6.21
396,7.14
397,7.38
398,1.67
399,1.73
400,5.22
401,2.31
402,1.34
403,7.32
404,6.48
405,3.52
406,7.87
407,2.33
408,4.14
409,3.52
410,7.83
411,3.16
412,4.64
413,7.44
414,1.33
415,7.64
416,2.75
417,0.26
418,6.84
419,1.11
420,1.86
421,5.51
422,4.15
423,5.61
424,6.23
425,2.51
426,5.15
427,1.15
428,4.87
429,1.87
430,5.36
431,3.63
432,2.57
433,1.56
434,5.16
435,1.23
436,7.32
437,6.44
438,3.57
439,7.22
440,3.53
441,2.89
442,4.24
443,4.9
444,5.54
445,5.55
446,2.31
447,5.65
448,6.58
449,6.46
450,3.23
451,2.35
452,3.78
453,6.27
454,4.59
455,3.39
456,6.23
457,1.79
458,7.82
459,6.77
460,2.45
461,3.13
462,1.14
463,1.8
464,6.54
465,2.83
466,3.87
467,4.41
468,6.45
469,6.45
470,5.17
471,7.13
472,2.14
473,1.41
474,2.45
475,6.14
476,2.88
477,3.51
478,6.21
479,3.39
480,7.4
481,2.49
482,5.45
483,6.17
484,2.17
485,4.52
486,7.12
487,3.18
488,2.47
489,6.38
490,4.35
491,6.35
492,7.42
493,6.18
494,3.8
495,5.76
496,6.49
497,6.39
498,2.56
499,5.23
500,4.33
501,3.53
502,5.8
503,6.75
504,6.29
505,2.72
506,2.8
507,3.84
508,4.43
509,7.63
510,4.79
511,1.77
512,4.71
513,4.81
514,6.32
515,2.37
516,2.31
517,6.86
518,6.88
519,4.72
520,7.21
521,4.84
522,6.48
523,5.51
524,7.86
525,1.69
526,6.45
527,5.6
528,2.81
529,5.24
530,1.47
531,6.8
532,3.21
533,1.75
534,7.37
535,3.75
536,7.46
537,2.32
538,0.15
539,1.13
540,1.68
541,6.29
542,4.74
543,1.54
544,2.24
545,1.78
546,5.74
547,2.86
548,5.49
549,3.31
550,4.56
551,6.7
552,3.63
553,6.19
554,3.31
555,0.15
556,3.82
557,1.8
558,4.16
559,6.3
560,4.69
561,3.16
562,7.71
563,6.8
564,7.22
565,7.46
566,6.44
567,7.4
568,0.66
569,2.22
570,2.6
571,5.79
572,5.48
573,4.39
574,5.45
575,7.61
576,3.56
577,3.42
578,5.37
579,6.33
580,6.75
581,2.51
582,2.85
583,2.65
584,4.63
585,2.62
586,5.75
587,5.81
588,5.69
589,7.34
590,1.5
591,6.18
592,5.11
593,3.76
594,7.71
595,1.75
596,5.42
597,5.83
598,1.18
599,3.58
600,2.69
