Time,Code
337,4.21
338,1.21
339,5.53
340,1.26
341,1.76
342,5.37
343,5.8
344,2.4
345,1.21
346,1.3
347,4.27
348,1.59
349,6.4
350,5.62
351,4.82
352,6.52
353,7.83
354,2.51
355,7.75
356,6.87
357,2.4
358,3.37
359,2.44
360,4.35
361,3.75
362,5.18
363,3.33
364,7.49
365,3.28
366,6.21
367,5.63
368,1.58
369,7.26
370,2.41
371,1.62
372,6.12
373,3.66
374,4.53
375,6.72
376,7.28
377,2.58
378,1.65
379,1.21
380,6.54
381,2.71
382,1.88
383,7.47
384,3.87
385,2.76
386,6.76
387,7.82
388,5.15
389,4.63
390,1.46
391,6.79
392,6.66
393,3.86
394,1.27
395,3.31
396,6.41
397,5.7
398,2.44
399,2.65
400,7.8
401,7.46
402,3.41
403,5.3
404,2.56
405,4.25
406,4.78
407,3.35
408,0.24
409,5.6
410,4.28
411,5.62
412,5.81
413,6.85
414,7.27
415,7.76
416,1.11
417,7.12
418,3.15
419,5.3
420,6.63
421,7.45
422,4.48
423,6.11
424,5.56
425,2.22
426,5.72
427,6.15
428,5.46
429,3.62
430,4.48
431,7.83
432,2.55
433,7.87
434,2.26
435,6.84
436,3.57
437,6.41
438,4.29
439,2.55
440,3.63
441,2.85
442,6.41
443,4.2
444,4.41
445,4.87
446,3.27
447,0.28
448,5.52
449,1.58
450,5.64
451,1.41
452,4.42
453,5.32
454,3.51
455,5.85
456,4.56
457,6.47
458,6.28
459,1.12
460,1.2
461,2.27
462,2.53
463,5.22
464,3.85
465,1.61
466,5.17
467,6.21
468,6.21
469,3.51
470,3.48
471,5.38
472,3.65
473,1.58
474,1.59
475,3.39
476,6.32
477,4.82
478,5.58
479,2.12
480,3.45
481,6.11
482,6.88
483,5.67
484,7.63
485,6.53
486,5.72
487,4.44
488,7.25
489,5.14
490,5.71
491,6.76
492,6.25
493,1.82
494,1.87
495,5.73
496,2.42
497,3.19
498,5.83
499,2.29
500,2.18
501,6.42
502,5.78
503,5.62
504,1.52
505,5.84
506,4.83
507,2.22
508,2.47
509,3.14
510,5.25
511,7.45
512,4.58
513,7.74
514,6.46
515,4.58
516,2.78
517,2.12
518,6.25
519,2.61
520,5.6
521,4.48
522,2.44
523,3.72
524,3.7
525,1.76
526,5.77
527,0.44
528,7.12
529,5.48
530,3.65
531,2.47
532,4.39
533,7.59
534,6.3
535,7.53
536,4.33
537,7.39
538,1.5
539,2.7
540,6.63
541,4.19
542,5.47
543,5.46
544,6.87
545,4.46
546,7.67
547,6.39
548,7.55
549,2.22
550,6.82
551,2.43
552,4.67
553,6.75
554,4.31
555,3.56
556,4.34
557,6.73
558,3.64
559,6.11
560,5.13
561,4.18
562,1.85
563,3.36
564,3.69
565,2.7
566,3.73
567,5.58
568,4.6
569,2.46
570,1.58
571,3.12
572,4.21
573,6.14
574,3.42
575,6.82
576,1.8
577,6.83
578,2.28
579,5.36
580,3.34
581,7.41
582,5.68
583,4.71
584,1.5
585,5.39
586,3.78
587,7.24
588,2.53
589,6.68
590,2.27
591,4.29
592,7.31
593,2.51
594,2.1
595,7.48
596,3.62
597,6.26
598,6.59
599,2.78
600,5.11
